user_id,app_desc,weight
471381235,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",291
4751901080,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",400
483511168,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",400
4878596531,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",17
489611199,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",571
4912051253,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",400
491507425,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",400
492918718,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",400
494199648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",22
494199648,"<a href=""http://deletealltweets.com/"" rel=""nofollow"">DeleteAllTweets</a>",1
494481836,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",398
495936192,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",400
50205873,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",172
50205873,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",28
505755006,"<a href=""http://www.ghared.com/"" rel=""nofollow"">\u063a\u0631\u062f \u0628\u0635\u062f\u0642\u0629</a>",296
505755006,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",104
510509135,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",574
510509135,"<a href=""http://www.playstation.com"" rel=""nofollow"">PlayStation(R)4</a>",9
510509135,"<a href=""http://twibbon.com"" rel=""nofollow"">Twibbon</a>",1
517275790,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",564
52795858,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",155
52795858,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",42
52795858,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",3
535093931,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",218
535093931,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",181
538067013,"<a href=""http://www.playstation.com"" rel=""nofollow"">PlayStation(R)4</a>",6
538067013,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",132
538067013,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",6
538067013,"<a href=""https://vine.co"" rel=""nofollow"">Vine for Android</a>",112
538067013,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",1
538067013,"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>",85
538067013,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",43
538067013,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>",11
538067013,"<a href=""http://kdmati.com/tw07/connect.php"" rel=""nofollow"">\u0645\u062a\u0627\u0628\u0639\u064a\u0646\u0643</a>",2
541878934,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",388
541878934,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>",12
541890549,"<a href=""http://twitquran.com/About.aspx"" rel=""nofollow""> \u062a\u0648\u064a\u062a \u0642\u0631\u0622\u0646</a>",361
541890549,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",39
544007962,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",400
552205133,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",398
554654105,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",397
554654105,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>",2
559415576,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",400
566685053,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",148
566685053,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",420
56800690,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",31
56800690,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",145
56800690,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",24
569976672,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",399
574047158,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",400
57468644,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",139
57468644,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",17
57468644,"<a href=""http://coschedule.com"" rel=""nofollow"">CoSchedule</a>",8
57468644,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",36
57664761,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",129
57664761,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",26
57664761,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42
57664761,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",3
596157009,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",398
596576616,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",400
612524136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",380
612524136,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",19
622688348,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",398
623188280,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",587
624853798,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",395
62892022,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",44
62892022,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",181
62892022,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",15
62892022,"<a href=""http://www.cloudhopper.com/"" rel=""nofollow"">Cloudhopper</a>",1
62892022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",1
62892022,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",157
703048038,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",400
703646081,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",578
703646081,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
707050341846654976,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",31
707050341846654976,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",79
707106436,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",569
719075996,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",75
719075996,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",22
719075996,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9
719075996,"<a href=""http://quran.ksu.edu.sa/tw"" rel=""nofollow"">Ayat | \u0622\u064a\u0627\u062a</a>",92
719075996,"<a href=""http://knz.so"" rel=""nofollow"">\u0643\u0646\u0632 \u0627\u0644\u0645\u0633\u0644\u0645</a>",2
719075996,"<a href=""http://unfalert.com"" rel=""nofollow"">unfalert.com</a>",9
719075996,"<a href=""http://hashtaq-gulf.com/retweet"" rel=""nofollow"">hashtaq_gulf</a>",255
722285785924419584,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",81
722285785924419584,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",29
722285785924419584,"<a href=""http://erased858998.com"" rel=""nofollow"">erased858998</a>",8
723718469804384256,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",75
729410562,"<a href=""http://www.ghared.com/"" rel=""nofollow"">\u063a\u0631\u062f \u0628\u0635\u062f\u0642\u0629</a>",181
729410562,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",218
729410562,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1
7424642,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",199
7424642,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1
742905182,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",150
742905182,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",183
742905182,"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>",29
742905182,"<a href=""https://bitly.com/"" rel=""nofollow"">Bitly</a>",38
743321215020867589,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3
743321215020867589,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",397
745694504598921217,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",251
748345664505995264,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",16
748345664505995264,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",384
751157135065489408,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",74
751913924,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",397
762086466,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",400
765734642,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",482
765734642,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>",76
765734642,"<a href=""http://www.saviapps.com/friendcheck"" rel=""nofollow"">Friend Check app</a>",1
767090622,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",400
774364070040461313,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",311
774364070040461313,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
795915297047842816,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",186
795915297047842816,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",210
795915297047842816,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",4
795981613276549120,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",218
795981613276549120,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",182
805995656,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",591
806060882992234496,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",400
811003687,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",321
811003687,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",79
811560840,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",398
821367703051046912,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",400
822789018379284482,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",302
822789018379284482,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",98
824395700750454784,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",400
835458745756971010,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",234
835458745756971010,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",166
854246083001806848,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",400
861217692,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",1
861217692,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",112
861217692,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",30
861217692,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry\xae</a>",99
868822748,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",399
871372070,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3
873434353,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",388
873434353,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2
873434353,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>",9
876624336,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",5
876624336,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",5
876624336,"<a href=""http://app.doneforyoutraffic.com.com"" rel=""nofollow"">Done For You Traffic</a>",187
876624336,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",2
876624336,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",2
876624336,"<a href=""https://login.slashdot.org/"" rel=""nofollow"">Slashdot login</a>",1
876624336,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",2
889106360,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",400
920473627,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",400
950060852,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",84
950060852,"<a href=""http://erased5618418.com"" rel=""nofollow"">erased5618418</a>",314
9556672,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",398
9556672,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",1
962688212,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",400
968445404,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",400
993648830,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",358
993648830,"<a href=""http://zad-muslim.com"" rel=""nofollow"">\u062a\u0637\u0628\u064a\u0642 \u0632\u0627\u062f \u0627\u0644\u0645\u0633\u0644\u0645</a>",42
104614415,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",158
104614415,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",41
104614415,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",1
104710814,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",9
104710814,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i\u039fS</a>",175
104710814,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",15
104710814,"<a href=""https://www.swarmapp.com"" rel=""nofollow"">Foursquare Swarm</a>",1
105392990,"<a href=""http://gainapp.com"" rel=""nofollow"">Gain App</a>",18
105392990,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",5
105392990,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",159
105392990,"<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>",9
105392990,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9
105641617,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",94
105641617,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",100
105641617,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",6
1061604324,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",199
1061604324,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
108441652,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",190
108441652,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",10
1089639818,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",169
1089639818,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8
1089639818,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",23
109752084,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",157
109752084,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",28
109752084,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",8
109752084,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",3
109752084,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",4
109857775,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",33
109857775,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",160
109857775,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",7
110936167,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",151
110936167,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",17
110936167,"<a href=""http://twtkr.com"" rel=""nofollow"">twtkr</a>",31
110936167,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",1
111241185,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",194
111241185,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",6
11189732,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",176
11189732,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3
11189732,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i\u039fS</a>",21
112257152,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",122
112257152,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3
112257152,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",61
112257152,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",14
112436403,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",37
112436403,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",162
112436403,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
11251362,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",56
11251362,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",140
11251362,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",4
113885149,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",179
113885149,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",18
113885149,"<a href=""http://soundcloud.com"" rel=""nofollow"">SoundCloud</a>",3
117230308,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",17
117230308,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",96
117230308,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",69
117230308,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",11
117230308,"<a href=""https://sumall.com/"" rel=""nofollow"">SumAll Authentication</a>",2
117230308,"<a href=""http://twuffer.com"" rel=""nofollow"">Twuffer</a>",4
117230308,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",1
1182960330,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",195
1182960330,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",5
119482229,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",162
119482229,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",38
119536658,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",97
119536658,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",103
121092063,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",179
121092063,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",17
121092063,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",4
121598378,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",196
121598378,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3
121598378,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",1
122216533,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i\u039fS</a>",163
122216533,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",34
122216533,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",3
122562199,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",19
122562199,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",5
122562199,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",39
122562199,"<a href=""https://postcron.com"" rel=""nofollow"">Postcron App</a>",134
122562199,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2
122562199,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",1
123020840,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",197
123020840,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",1
123020840,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2
1234429994,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",119
1234429994,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",81
123641728,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",105
123641728,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",71
123641728,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",24
124839730,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",62
124839730,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",63
124839730,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",14
124839730,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",39
124839730,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",20
124839730,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
1262310390,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",79
1262310390,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8
1262310390,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",106
1262310390,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7
128558424,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",119
128558424,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",81
128808475,"<a href=""http://labs.m-logic.jp/cat2/posttweet/"" rel=""nofollow"">PostTweet</a>",177
128808475,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",23
130104942,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",104
130104942,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",44
130104942,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",48
130104942,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",4
131941193,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",144
131941193,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",4
131941193,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",49
131941193,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",2
131941193,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1
1329457939,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",200
1339131540,"<a href=""http://dogtrack.es"" rel=""nofollow"">DogTrack_Oficial</a>",91
1339131540,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",82
1339131540,"<a href=""http://www.goalshouter.com/"" rel=""nofollow"">Goalshouter</a>",27
135252488,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",14
135252488,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",186
136668622,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",65
136668622,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",84
136668622,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",17
136668622,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",10
136668622,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",8
136668622,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",16
138282579,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",180
138282579,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",15
138282579,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5
13982132,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",174
13982132,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",23
13982132,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
13982132,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
140085090,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",37
140085090,"<a href=""http://www.reforma.com"" rel=""nofollow"">GR_Feed</a>",131
140085090,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",29
140085090,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3
14132582,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",97
14132582,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",95
14132582,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4
14132582,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2
14132582,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2
14171371,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",146
